match_type,similarity_pct,a_id,a_name,a_suburb,a_state,a_postcode,a_owner,b_id,b_name,b_suburb,b_state,b_postcode,b_owner
LOCATION,100,gym-1548,PCYC Cairns,manunda,QLD,4870,unclaimed,2140ba5c-3de0-4d7c-8fbc-42af593943e8,FIT College Cairns,manunda,QLD,4870,unclaimed
LOCATION,100,d05b6f06-0fe9-463d-bbe0-947750ace849,F45 Training Reservoir,reservoir,VIC,3073,unclaimed,41ef90d0-167c-46ad-814b-874c8b6b7bd3,T1 Performance,reservoir,VIC,3073,unclaimed
LOCATION,100,gym-087,Hammer Strength,rockingham,WA,6168,owner-3,gym-079,Roar MMA 24/7 Gym - Rockingham,rockingham,WA,6168,owner-3
LOCATION,100,efef0280-eb87-44c5-899b-bdfbde1c3a41,Club Lime Norman Park,norman park,QLD,4170,unclaimed,897b19a8-5c37-456b-8d0a-5fe1fb2681a7,Restart Exercise Physiology,norman park,QLD,4170,unclaimed
LOCATION,100,efef0280-eb87-44c5-899b-bdfbde1c3a41,Club Lime Norman Park,norman park,QLD,4170,unclaimed,53353f4d-d966-4975-8f41-03697a614e2c,Bolt-On Health & Fitness,norman park,QLD,4170,unclaimed
LOCATION,100,efef0280-eb87-44c5-899b-bdfbde1c3a41,Club Lime Norman Park,norman park,QLD,4170,unclaimed,1e1ec197-7739-4cb3-aa6e-e4c19bcf329e,Unlocked Performance,norman park,QLD,4170,unclaimed
LOCATION,100,d790e670-4afe-4547-b681-e158592115b9,Snap Fitness 24/7 Heidelberg,heidelberg,VIC,3084,unclaimed,57c8ca1b-2ff7-4668-85af-bca13d9016ae,Jamie Fitness Heidelberg Personal Training,heidelberg,VIC,3084,unclaimed
LOCATION,100,d790e670-4afe-4547-b681-e158592115b9,Snap Fitness 24/7 Heidelberg,heidelberg,VIC,3084,unclaimed,c4432f56-b018-47cd-aa4d-a278a8c2adf0,Fit Tone Femme,heidelberg,VIC,3084,unclaimed
LOCATION,100,d790e670-4afe-4547-b681-e158592115b9,Snap Fitness 24/7 Heidelberg,heidelberg,VIC,3084,unclaimed,e4e2caf6-f5a6-44a5-9f61-c3761b1ac2cb,Strong Pilates Heidelberg,heidelberg,VIC,3084,unclaimed
LOCATION,100,gym-168,Dynamo Fitness Equipment - Osborne Park,osborne park,WA,6017,owner-3,gym-158,Founders Fitness 24/7 Gym,osborne park,WA,6017,owner-3
LOCATION,100,gym-604,Anytime Fitness Manly,manly,NSW,2095,unclaimed,gym-619,Flowcore Studio,manly,NSW,2095,unclaimed
LOCATION,100,7b18cfed-5334-48c2-9efb-d2c2f8d84bc8,RT Strength and Fitness,victoria park,WA,6100,unclaimed,gym-231,Hybrid House,victoria park,WA,6100,owner-3
LOCATION,100,7b18cfed-5334-48c2-9efb-d2c2f8d84bc8,RT Strength and Fitness,victoria park,WA,6100,unclaimed,gym-221,XS Fitness Vic Park Gym,victoria park,WA,6100,owner-3
LOCATION,100,gym-1732,Active8 Fitness,mount gambier,SA,5290,unclaimed,018e0c98-e3da-48e1-94dd-b5c53ad546b6,Arena 51 Trampoline Park,mount gambier,SA,5290,unclaimed
LOCATION,100,gym-1650,Tim's Training HQ,unley,SA,5061,unclaimed,gym-1647,Unley Boxing Club,unley,SA,5061,unclaimed
LOCATION,100,gym-1650,Tim's Training HQ,unley,SA,5061,unclaimed,gym-1649,Raf Fitness PT,unley,SA,5061,unclaimed
LOCATION,100,gym-058,Snap Fitness 24/7 Midland,midland,WA,6056,owner-3,gym-056,World Gym Midland,midland,WA,6056,owner-3
LOCATION,100,5f62b5e1-796c-4a9e-8e48-e3b875f96572,Revive Pilates,toorak gardens,SA,5065,unclaimed,0f60e751-4019-461c-9dd9-fcad3bfc3c9e,Eastside Studio,toorak gardens,SA,5065,unclaimed
LOCATION,100,94451a00-89c1-44dc-a458-765e998d438a,Hobart Boxing,kingston,TAS,7050,unclaimed,gym-1807,Kingston Pool & Swimming Centre,kingston,TAS,7050,unclaimed
LOCATION,100,4d735404-d33f-45ac-adba-d5241f20da9f,The Cardio Room,bellevue,WA,6056,unclaimed,gym-067,Hillside CrossFit,midland,WA,6056,owner-3
LOCATION,100,e044cb89-e7ac-4d9f-a44b-db1ef7a2818c,Studio Pilates International Training Academy,hawthorne,QLD,4171,unclaimed,f4b5f7c3-7540-45a4-a436-9fa78475f0e5,Studio Pilates International Hawthorne,hawthorne,QLD,4171,unclaimed
LOCATION,100,3a460646-5e7a-4b0f-83b8-a127853f6516,Balance Lane,helensvale,QLD,4212,unclaimed,gym-1437,Anytime Fitness Helensvale,helensvale,QLD,4212,unclaimed
LOCATION,100,gym-509,Hurstville Aquatic Leisure Centre,hurstville,NSW,2221,unclaimed,gym-507,BlueFit Health Club - Hurstville,hurstville,NSW,2220,unclaimed
LOCATION,100,gym-258,Fitstop Innaloo,innaloo,WA,6018,owner-3,gym-259,Active Women's Fitness,innaloo,WA,6018,owner-3
LOCATION,100,gym-1157,Athletix Gym Brisbane: Strength & Conditioning,fortitude valley,QLD,4006,unclaimed,61f584a6-c9b6-4eb7-9788-70f3fa6903dc,Fight Nutrition Australia,fortitude valley,QLD,4006,unclaimed
LOCATION,100,gym-1386,Best Brisbane Boxing And Fitness,nundah,QLD,4012,unclaimed,gym-1378,Northside Boxing,nundah,QLD,4012,unclaimed
LOCATION,100,6791a94b-fa5f-4d02-8045-6e44612a640d,Empowered Strength and Fitness Studio,tugun,QLD,4224,unclaimed,86f2bd00-e223-47db-ac1a-03c337180208,Soul Athletic,tugun,QLD,4224,unclaimed
LOCATION,100,gym-561,Everwilling Health and Fitness Castle Hill,castle hill,NSW,2154,unclaimed,gym-547,XGYM Castle Hill 24/7 Gym,castle hill,NSW,2154,unclaimed
LOCATION,100,gym-1184,Anytime Fitness Toowong,toowong,QLD,4066,unclaimed,gym-1193,Personal Best (Toowong),toowong,QLD,4066,unclaimed
LOCATION,100,67403be9-432d-4760-98ab-05a2d784bb69,Club Lime Coburg,coburg,VIC,3058,unclaimed,7a85782e-8e63-4147-987d-b2fa1aa55c50,Hiit Republic Coburg,coburg,VIC,3058,unclaimed
LOCATION,100,f2c72283-269d-495a-ac79-1c35a95677d2,City Cave Balmain,balmain,NSW,2041,unclaimed,9a47ba0c-79f7-4fde-995b-803c12d9a6c7,Balmain Bodies Pilates Studio,balmain,NSW,2041,unclaimed
LOCATION,100,gym-1653,Orangetheory Fitness Mitcham,hawthorn,SA,5062,unclaimed,gym-1652,Zap Fitness 24/7 Mitcham,hawthorn,SA,5062,unclaimed
LOCATION,100,95947192-8b30-4736-836a-a0a3c762a3d3,inLIFE Wellness Balcatta,balcatta,WA,6021,unclaimed,gym-248,Combine Air Balcatta,balcatta,WA,6021,owner-3
LOCATION,100,gym-014,GDS Fitness,perth cbd,WA,6000,owner-3,gym-216,Society Fitness at The Switch,northbridge,WA,6000,owner-3
LOCATION,100,gym-603,Conditn Manly,manly,NSW,2095,unclaimed,gym-605,Plus Fitness Manly Central Ave,manly,NSW,2095,unclaimed
LOCATION,100,gym-1756,Zap Fitness 24/7 Hobart City,hobart,TAS,7000,unclaimed,gym-1761,BurnTheory,hobart,TAS,7000,unclaimed
LOCATION,100,df0388ed-8d90-4215-9e08-c9a3e867a75c,Rebalance Hamilton North,hamilton north,NSW,2292,unclaimed,bdcb604b-b281-44f2-b635-b5a922e2cfc2,Courtney Miller Strength & Fitness,hamilton north,NSW,2292,unclaimed
LOCATION,100,df0388ed-8d90-4215-9e08-c9a3e867a75c,Rebalance Hamilton North,hamilton north,NSW,2292,unclaimed,582219f6-aba0-4e18-ad7a-a16360e8448b,ToneLAB: Performance (Hamilton North),hamilton north,NSW,2292,unclaimed
LOCATION,100,gym-236,Mindbody Lounge,victoria park,WA,6100,owner-3,gym-233,BOLT Health and Fitness,victoria park,WA,6100,owner-3
LOCATION,100,gym-236,Mindbody Lounge,victoria park,WA,6100,owner-3,gym-230,20FIT Victoria Park,victoria park,WA,6100,owner-3
LOCATION,100,gym-236,Mindbody Lounge,victoria park,WA,6100,owner-3,gym-227,Females over 45 Fitness,victoria park,WA,6100,owner-3
LOCATION,100,gym-280,F45 Training Ellenbrook,ellenbrook,WA,6069,owner-3,gym-281,Airborne Circus and Fitness,ellenbrook,WA,6069,owner-3
LOCATION,100,6c17043d-cf24-483a-914c-ca7ccbd3631e,Snap Fitness 24/7 Bayswater,bayswater,WA,6053,unclaimed,574c93bb-428e-480e-8a30-3cd5dffde033,HBF Physio Bayswater,bayswater,WA,6053,unclaimed
LOCATION,100,f8dcefbd-13e7-4188-92ec-dbbddf90c8a4,Sculpt Pilates and Barre,bunbury,WA,6230,unclaimed,0ba5a82f-1e19-47f4-8521-816cf3cf63c1,Bunbury PT - Boutique Gym,bunbury,WA,6230,unclaimed
LOCATION,100,gym-1634,MU | FU Fitness,unley,SA,5061,unclaimed,d1154b0f-642f-4b9b-97ef-58dffca5004d,Studio360 Cycle,unley,SA,5061,unclaimed
LOCATION,100,4fdeca5a-a159-4061-a307-ccd0b5b2dd57,Flex Fitness Equipment - Canning Vale,canning vale,WA,6155,unclaimed,276538be-45cc-48fb-876c-c86f9bfbbdf2,BFT Canning Vale,canning vale,WA,6155,unclaimed
LOCATION,100,7cfdfae2-c341-46a6-bde5-e05357d1bef9,AG Pilates Studio,mascot,NSW,2020,unclaimed,c47b0c61-1380-49a0-b44e-bc66aa782c80,BFT Mascot,mascot,NSW,2020,unclaimed
LOCATION,100,gym-1222,STRONG Pilates Chermside,chermside,QLD,4032,unclaimed,gym-1210,Fitstop Chermside,chermside,QLD,4032,unclaimed
LOCATION,100,a058a8a0-08bd-4fd3-9b5b-34ffe119021a,F45 Training Nedlands,nedlands,WA,6009,unclaimed,7f899130-41ff-4ed0-947c-16a46f584725,"Club Pilates, Nedlands",nedlands,WA,6009,unclaimed
LOCATION,100,a058a8a0-08bd-4fd3-9b5b-34ffe119021a,F45 Training Nedlands,nedlands,WA,6009,unclaimed,f668bb48-dd8f-47fe-a1af-d5b82ea73e7f,Body Project,nedlands,WA,6009,unclaimed
LOCATION,100,228aeda4-03e5-4110-82ee-db2740828cda,Concise X Training,cairns city,QLD,4870,unclaimed,gym-1531,Your Fitness Cairns,cairns city,QLD,4870,unclaimed
LOCATION,100,gym-1425,MyFirstGym Robina,robina,QLD,4226,unclaimed,gym-1420,Fernwood Fitness Robina,robina,QLD,4226,unclaimed
LOCATION,100,gym-640,Anytime Fitness Pymble,pymble,NSW,2073,unclaimed,gym-642,Energize Fit（CrossFit Young Pymble）,pymble,NSW,2073,unclaimed
LOCATION,100,7223b44a-95fe-4583-9dd2-604a7ba639f3,Fusion Exercise Physiology,sippy downs,QLD,4556,unclaimed,5c7a0bc9-007e-4dda-9f00-ddc0d3527074,Jetts Sippy Downs,sippy downs,QLD,4556,unclaimed
LOCATION,100,gym-1845,Unigym Burnie,burnie,TAS,7320,unclaimed,98193903-1334-41ea-ace8-66b0135d966f,Burnie Surf Life Saving Club Inc,burnie,TAS,7320,unclaimed
LOCATION,100,gym-997,Zap Fitness 24/7 Northcote,northcote,VIC,3070,unclaimed,05d4fb34-6bea-47db-942a-e40e797e6c5e,Bodyfit Physio,northcote,VIC,3070,unclaimed
LOCATION,100,37029d34-c2af-425e-99fd-db83e60bbe92,World Gym Australia,helensvale,QLD,4212,unclaimed,53cbd6da-e6b5-45d7-8553-09a4558eaa46,Body Express Personal Training,helensvale,QLD,4212,unclaimed
LOCATION,100,f07ad0c9-3b53-44db-b322-81ade60211ae,f.i.t (fit in time),heidelberg,VIC,3084,unclaimed,7cd83cb7-04e6-448b-8c00-eceeb846297c,Kieser Heidelberg,heidelberg,VIC,3084,unclaimed
LOCATION,100,gym-653,98 Gym Newcastle,newcastle west,NSW,2300,unclaimed,gym-664,ToneLAB: Training (Newcastle),newcastle west,NSW,2302,unclaimed
LOCATION,100,0622b94a-5150-4ba2-8723-e69808361c88,Sonny’s Gym,windsor,VIC,3181,unclaimed,gym-874,Windsor Gym,windsor,VIC,3181,unclaimed
LOCATION,100,gym-654,The Forum Harbourside,newcastle,NSW,2300,unclaimed,550176bb-582a-442a-9149-76501133603d,NUSPORT,newcastle,NSW,2300,unclaimed
LOCATION,100,dcb0c335-71b2-4687-bed7-d1cccdd21fd0,Studio 99 Fitness Centre,west end,QLD,4101,unclaimed,gym-1195,Limitless Performance Centre,west end,QLD,4101,unclaimed
LOCATION,100,7c76afb4-d720-40ca-85ed-ad6152189045,The Health Oasis,kingston,TAS,7050,unclaimed,gym-1805,Colossus - Kingston,kingston,TAS,7050,unclaimed
LOCATION,100,gym-802,Zap Fitness 24/7 East Richmond,richmond,VIC,3121,unclaimed,gym-798,BFT Richmond,richmond,VIC,3121,unclaimed
LOCATION,100,gym-1450,EMF Performance and Recovery Centre Nerang,nerang,QLD,4211,unclaimed,gym-1453,EMF Jnr Nerang,nerang,QLD,4211,unclaimed
LOCATION,100,gym-1450,EMF Performance and Recovery Centre Nerang,nerang,QLD,4211,unclaimed,gym-1456,Embody Female Fitness,nerang,QLD,4211,unclaimed
LOCATION,100,gym-1694,STRONG Pilates Modbury,modbury,SA,5092,unclaimed,gym-1687,Revo Fitness - Modbury,modbury,SA,5092,unclaimed
LOCATION,100,6a2f5fea-68b4-406b-91ab-b04bfc5b1b67,Be Strongher Training Studio,campbelltown,SA,5074,unclaimed,7284f7f1-98ad-49ef-9324-8757bdc87576,Real Fitness Solutions,campbelltown,SA,5074,unclaimed
LOCATION,100,5827baab-f76c-43b6-a1fd-4d92604de3ce,Anytime Fitness Bulimba,bulimba,QLD,4171,unclaimed,3bc7f029-c88a-4a04-bd88-435537694dab,Brisbane Strength & Movement,bulimba,QLD,4171,unclaimed
LOCATION,100,gym-1226,Fitness Cartel Health Clubs Nundah - 24/7 Gym,nundah,QLD,4012,unclaimed,gym-1377,Your Fit Nutrition & Fitness Professionals,nundah,QLD,4012,unclaimed
LOCATION,100,a7100ae4-3568-4221-9c10-094f1916314c,Group Fit Zetland,rosebery,NSW,2018,unclaimed,03388a98-b0d3-410a-bcac-6c8e9def9ac5,Anytime Fitness Zetland,rosebery,NSW,2018,unclaimed
LOCATION,100,13ce81f1-e0c0-44cd-9a63-2b73c8cb923f,Nutrition Warehouse Cannington,cannington,WA,6107,unclaimed,gym-136,Cobra Martial Arts & Fitness Centre - Cannington,cannington,WA,6107,owner-3
LOCATION,100,gym-1301,Listen to Your Body Springwood,springwood,QLD,3442,unclaimed,gym-1303,Club Pilates Springwood,springwood,QLD,3442,unclaimed
LOCATION,100,6aaec022-567a-453c-9dbc-4a73c59430a2,Bodycare Squash & Fitness,port augusta,SA,5700,unclaimed,507ca1dd-015a-468e-b937-1ad2fa7f448e,Crossfit Port Augusta,port augusta,SA,5700,unclaimed
LOCATION,100,6aaec022-567a-453c-9dbc-4a73c59430a2,Bodycare Squash & Fitness,port augusta,SA,5700,unclaimed,cd6590f4-9f65-4dec-86c2-9ace23fb52b9,MacxFit 24,port augusta,SA,5700,unclaimed
LOCATION,100,a0fdb1d4-e7a5-4aa6-8614-91ff45728b97,Rebound Studio,coolangatta,QLD,4225,unclaimed,fb1342c1-552e-4695-a561-c8f241106e23,Holistic Pro Health Performance Studio,coolangatta,QLD,4225,unclaimed
LOCATION,100,a0fdb1d4-e7a5-4aa6-8614-91ff45728b97,Rebound Studio,coolangatta,QLD,4225,unclaimed,8d498619-3a24-47b9-8747-368a8e9e2a43,Eleven Eleven Boxing,coolangatta,QLD,4225,unclaimed
LOCATION,100,gym-1631,Studio Pilates International Norwood,norwood,SA,5067,unclaimed,gym-1621,F45 Training Norwood,norwood,SA,5067,unclaimed
LOCATION,100,gym-914,747Fitness,dandenong,VIC,3175,unclaimed,gym-921,Sting Gym,dandenong,VIC,3175,unclaimed
LOCATION,100,gym-1596,Halo Exercise Physiology,salisbury downs,SA,5108,unclaimed,gym-1587,Fernwood Fitness,salisbury downs,SA,5108,unclaimed
LOCATION,100,a5a5f3e7-cc3f-4adf-bb6a-6722371a1075,No Limits Gym Sutherland,sutherland,NSW,2232,unclaimed,d74c6377-586b-49a5-8b63-ede1dedbf8b3,Anytime Fitness Sutherland,sutherland,NSW,2232,unclaimed
LOCATION,100,37260baa-0bc9-4e30-aede-50f0efd7f549,Shapes Health Club,kelmscott,WA,6111,unclaimed,eb63f236-1c27-4aba-a898-7cedc934fd97,Southern Power Gym home of Dirty South Boxing Club,kelmscott,WA,6111,unclaimed
LOCATION,100,gym-583,Rileys Gym Cronulla,cronulla,NSW,2230,unclaimed,gym-584,Anytime Fitness Cronulla,cronulla,NSW,2230,unclaimed
LOCATION,100,442ff9a2-f827-4307-9d18-d2df9a41a6ca,Fitness for Every Body,werribee,VIC,3030,unclaimed,gym-1051,In-Balance Fitness,werribee,VIC,3030,unclaimed
LOCATION,100,507ca1dd-015a-468e-b937-1ad2fa7f448e,Crossfit Port Augusta,port augusta,SA,5700,unclaimed,cd6590f4-9f65-4dec-86c2-9ace23fb52b9,MacxFit 24,port augusta,SA,5700,unclaimed
LOCATION,100,gym-1084,Upstate Geelong Boxing and Reformer,geelong,VIC,3220,unclaimed,e06c1575-8b2e-4d07-8487-5a816dab61f1,Upstate Geelong Mat,geelong,VIC,3220,unclaimed
LOCATION,100,65bc84ab-018b-4ac9-b299-5205a3b03ef5,KX Pilates Mooloolaba,mooloolaba,QLD,4557,unclaimed,87a0940c-f765-4cd8-a588-ede2e08fd3fd,Jetts Mooloolaba,mooloolaba,QLD,4557,unclaimed
LOCATION,100,65bc84ab-018b-4ac9-b299-5205a3b03ef5,KX Pilates Mooloolaba,mooloolaba,QLD,4557,unclaimed,8478db6e-119f-44cc-bbfc-4829baf27ccf,Bulletproof Training Method,mooloolaba,QLD,4557,unclaimed
LOCATION,100,65bc84ab-018b-4ac9-b299-5205a3b03ef5,KX Pilates Mooloolaba,mooloolaba,QLD,4557,unclaimed,f699ad62-1bf3-4291-a1ef-1e526c65fc75,Radiant Strength - Rachel,mooloolaba,QLD,4557,unclaimed
LOCATION,100,gym-188,Physique Performance Specialists Morley,morley,WA,6062,owner-3,8c27e068-6cce-48c0-aa16-8ec011e45140,Studio Dre,morley,WA,6062,unclaimed
LOCATION,100,68d83b7b-293c-4559-a9f5-9ef86ff14fe1,AEP Health Group,noarlunga centre,SA,5168,unclaimed,gym-1727,Fitstop Noarlunga,noarlunga centre,SA,5168,unclaimed
LOCATION,100,ab4c5b3f-f917-429d-948b-6f8d8cc93ce8,Salisbury Aquatic Centre,salisbury north,SA,5108,unclaimed,44ae77d1-6f5d-4aab-aa02-fda9075f70d7,Salisbury Recreation Precinct,salisbury north,SA,5108,unclaimed
LOCATION,100,f4ac6507-d3c4-4f46-9b44-526db11e0688,Body Agility - Kelmscott Gym,kelmscott,WA,6111,unclaimed,91526f3b-537e-4fb6-94a9-9bd13f65231e,Cyber Fitness,kelmscott,WA,6111,unclaimed
LOCATION,100,3dfb3b64-04ea-4905-96ef-facc68365967,686 PT Studio,mascot,NSW,2020,unclaimed,3122cddf-945a-46e7-bbab-486016c8d41b,The BNK Boxing,mascot,NSW,2020,unclaimed
LOCATION,100,gym-285,VAMPfit Bunbury,bunbury,WA,6230,owner-3,f253494e-75f2-4113-91c8-51902cda30fb,MK FITT,bunbury,WA,6230,unclaimed
LOCATION,100,gym-1669,Oasis 24/7 Gym,morphett vale,SA,5162,unclaimed,e4b389ec-e565-4961-936d-1f7ae4867118,Sam Cam Fitness,morphett vale,SA,5162,unclaimed
LOCATION,100,d4ebdb51-5d61-4679-b024-386e16016abb,Smithfield Shopping Centre,smithfield,QLD,4878,unclaimed,25d306cd-230d-4d43-918c-d9b06bf686d9,FS8 Cairns Northern Beaches,smithfield,QLD,4878,unclaimed
LOCATION,100,gym-1357,Anytime Fitness Wynnum West,wynnum,QLD,4178,unclaimed,gym-1356,Club Active Wynnum,wynnum,QLD,4178,unclaimed
LOCATION,100,971b01a7-15dd-4eda-ae57-5bed0fdf9382,Life Fitness Australia,bassendean,WA,6054,unclaimed,08b6fdca-23f3-4aa7-a52c-b74f378295f5,GymCare,bassendean,WA,6054,unclaimed
LOCATION,100,gym-563,Aquafit,campbelltown,NSW,2560,unclaimed,gym-574,Hakea Wellness,campbelltown,NSW,2560,unclaimed
LOCATION,100,gym-1213,Snap Fitness 24/7 Chermside,chermside,QLD,4032,unclaimed,gym-1210,Fitstop Chermside,chermside,QLD,4032,unclaimed
LOCATION,100,a09bb822-dffb-4f21-afc3-a694011001f9,World Gym Bayside,capalaba,QLD,4157,unclaimed,71eec114-75b9-414e-90ca-05f16fbe86d1,T’s Pole and Fitness,capalaba,QLD,4157,unclaimed
LOCATION,100,9571b282-6cb6-49a8-9799-91b31357d9f7,MartinprzybylekPT,fairfield,NSW,2165,unclaimed,5e90f223-7c18-4ed9-a8c0-77c97eba337c,Anytime Fitness Fairfield,fairfield,NSW,2165,unclaimed
LOCATION,100,9f7b2d88-4c07-43a8-9be5-cf66ad5552e0,Hawthorne Park,hawthorne,QLD,4171,unclaimed,219b1857-5056-4fe6-a04d-e118e1eb15eb,Project Health and Fitness,hawthorne,QLD,4171,unclaimed
LOCATION,100,9f7b2d88-4c07-43a8-9be5-cf66ad5552e0,Hawthorne Park,hawthorne,QLD,4171,unclaimed,fce3064c-48fa-4884-8423-5fb5eb7403d7,My First Gym Hawthorne,hawthorne,QLD,4171,unclaimed
LOCATION,100,18fbe446-c400-41f9-aa44-367fdab9d2b9,Marrickville Park Outdoor Fitness Station,marrickville,NSW,2204,unclaimed,c374bb1b-7154-45b0-909e-74e29000df60,Marrickville Muscle Bench,marrickville,NSW,2204,unclaimed
LOCATION,100,gym-826,Project Better Collingwood,collingwood,VIC,3066,unclaimed,gym-842,Strength & Flow Fitness,collingwood,VIC,3066,unclaimed
LOCATION,100,2946005d-2360-47d4-9a83-54e7b34a8b74,BlueFit Swimming - Belmont,belmont,WA,6104,unclaimed,91244bd3-cd11-498a-b77f-022aa533b10b,Belmont Oasis Leisure Centre,belmont,WA,6104,unclaimed
LOCATION,100,6d38a8cd-45a8-4d18-9593-c72657ca9d9b,MVMNT,miranda,NSW,2229,unclaimed,e113fb92-33a5-413b-99a9-da550f9a0bc0,STRONG Pilates Miranda,miranda,NSW,2228,unclaimed
LOCATION,100,gym-752,Fitness First Melbourne Central Platinum,melbourne,VIC,3000,unclaimed,gym-763,Momentum Health & Fitness,melbourne,VIC,3000,unclaimed
LOCATION,100,b391faf5-2e53-4d47-b092-9ef6e4e66a37,Anytime Fitness Bundall,bundall,QLD,4217,unclaimed,70962623-a93d-434c-91dd-469020855fbb,Rigs Recovery Bundall,bundall,QLD,4217,unclaimed
LOCATION,100,afb5b9e4-8782-4440-9ee0-050d56fec8c8,Housed Caringbah,caringbah,NSW,2229,unclaimed,38a50716-d2bf-4a4f-b81c-f49b2cce612e,Joy in Movement - J.I.M Caringbah,caringbah,NSW,2229,unclaimed
LOCATION,100,gym-1602,BlueFit Swimming - Aquadome,elizabeth,SA,5112,unclaimed,gym-1603,The Aquadome,elizabeth,SA,5112,unclaimed
LOCATION,100,gym-1143,Anytime Fitness South Bank,south brisbane,QLD,4101,unclaimed,da3f7aaf-c8aa-41ff-aa12-56dcf0a90bea,Yin Fit Life,south brisbane,QLD,4101,unclaimed
LOCATION,100,gym-454,Plus Fitness 24/7 North Sydney,north sydney,NSW,2060,unclaimed,gym-576,Campbelltown Gym,north sydney,NSW,2060,unclaimed
LOCATION,100,b7df9caf-8908-45c1-99a2-5501f88e6efe,CorePlus Coolangatta,coolangatta,QLD,4225,unclaimed,ba3daeaa-e591-4a4d-ab78-5e9603d75336,Cooly 24/7 gym Coolangatta,coolangatta,QLD,4225,unclaimed
LOCATION,100,b7df9caf-8908-45c1-99a2-5501f88e6efe,CorePlus Coolangatta,coolangatta,QLD,4225,unclaimed,cb5182aa-51b4-4252-847d-582dd2317a75,Cooly Gym,coolangatta,QLD,4225,unclaimed
LOCATION,100,gym-1390,Fitstop Aspley,aspley,QLD,4034,unclaimed,3c5a514a-aaa0-4486-8e76-5b15a95edf69,Gym,aspley,QLD,4034,unclaimed
LOCATION,100,gym-898,Empower Club,footscray,VIC,3011,unclaimed,26a51053-2317-4861-99b5-d6568eed20b3,pillar of strength,footscray,VIC,3011,unclaimed
LOCATION,100,gym-346,Club Lime Liverpool,liverpool,NSW,2170,unclaimed,f4660628-f93c-4e7c-830e-c3afc90a7f73,The Grove Homemaker Centre,liverpool,NSW,2170,unclaimed
LOCATION,100,4e3d4ed8-3d70-4d1a-915e-e1d3e087e51b,BodyEthos,balmain,NSW,2041,unclaimed,52e74c64-578b-4d18-bd9b-4bd6796057e9,KX Pilates Balmain,balmain,NSW,2041,unclaimed
LOCATION,100,4e3d4ed8-3d70-4d1a-915e-e1d3e087e51b,BodyEthos,balmain,NSW,2041,unclaimed,c42086a3-b75a-4896-bcf1-188202c0dc57,New Level Fitness Training,balmain,NSW,2041,unclaimed
LOCATION,100,gym-1453,EMF Jnr Nerang,nerang,QLD,4211,unclaimed,gym-1456,Embody Female Fitness,nerang,QLD,4211,unclaimed
LOCATION,100,gym-870,L9 Prahran,prahran,VIC,3181,unclaimed,gym-864,The Fitness Concept,prahran,VIC,3181,unclaimed
LOCATION,100,gym-047,Arena Joondalup,joondalup,WA,6027,owner-3,gym-038,Arena Joondalup Gym,joondalup,WA,6027,owner-3
LOCATION,100,gym-514,F45 Training Hurstville,hurstville,NSW,2220,unclaimed,gym-512,FS8 Hurstville,hurstville,NSW,2220,unclaimed
LOCATION,100,gym-514,F45 Training Hurstville,hurstville,NSW,2220,unclaimed,gym-510,Club Lime Hurstville,hurstville,NSW,2220,unclaimed
LOCATION,100,57c8ca1b-2ff7-4668-85af-bca13d9016ae,Jamie Fitness Heidelberg Personal Training,heidelberg,VIC,3084,unclaimed,c4432f56-b018-47cd-aa4d-a278a8c2adf0,Fit Tone Femme,heidelberg,VIC,3084,unclaimed
LOCATION,100,57c8ca1b-2ff7-4668-85af-bca13d9016ae,Jamie Fitness Heidelberg Personal Training,heidelberg,VIC,3084,unclaimed,e4e2caf6-f5a6-44a5-9f61-c3761b1ac2cb,Strong Pilates Heidelberg,heidelberg,VIC,3084,unclaimed
LOCATION,100,c38942c8-5996-47dc-a07a-780b3ec06e19,Studio Pilates International Nundah Village,nundah,QLD,4012,unclaimed,gym-1379,F45 Training Nundah,nundah,QLD,4012,unclaimed
LOCATION,100,8c67bcc5-c473-4944-aa70-592078ee994a,Soul Strength Mindfulness & Movement,epping,VIC,3076,unclaimed,f3c28410-e669-4a59-b36b-b622829107f0,Body Revival Strength & Performance,epping,VIC,3076,unclaimed
LOCATION,100,gym-1380,PLATINUM,nundah,QLD,4012,unclaimed,gym-1373,Fitstop Nundah,nundah,QLD,4012,unclaimed
LOCATION,100,8ca19566-0a4a-4d0d-83bf-8ec74de3f657,Anytime Fitness Redfern,redfern,NSW,2016,unclaimed,d77dc39d-dc90-40f4-9d95-b600d34cce6f,BodyXPlates,redfern,NSW,2016,unclaimed
LOCATION,100,ad833579-22d3-4297-ad1b-884143cbaede,The Pilates Garage- Foothills Perth,kelmscott,WA,2938,unclaimed,9470b196-2a73-4cd1-9968-fa05548da3e6,The Muay Thai Academy,kelmscott,WA,2938,unclaimed
LOCATION,100,gym-1646,Unley Community Centre,unley,SA,5061,unclaimed,gym-1632,Anytime Fitness Unley Club,unley,SA,5061,unclaimed
LOCATION,100,gym-1823,HIIT Launceston,invermay,TAS,7248,unclaimed,a9eed1ab-f3ee-4b1c-9ac7-e368c906129b,Competitive Edge Headquarters,invermay,TAS,7248,unclaimed
LOCATION,100,gym-1823,HIIT Launceston,invermay,TAS,7248,unclaimed,gym-1820,Hi-Per Centre,invermay,TAS,7248,unclaimed
